"","STRATA","STRATA_AREA","PLOT","PLOT_AREA","DBH","TH","OBS","DH","TH_EST","CSA","AGE","VWB","VWOB"
"234",2,45,3,810,13,NA,"N",20.7,20.0545124480918,0.0132732289614169,63.1,0.13243883687124,0.11588863919327
"235",2,45,3,810,14,NA,"N",20.7,20.5906380387472,0.01539380400259,63.1,0.156307939544631,0.137161391821982
"236",2,45,3,810,13,NA,"N",20.7,20.0545124480918,0.0132732289614169,63.1,0.13243883687124,0.11588863919327
"237",2,45,3,810,NA,NA,"F",20.7,NA,NA,63.1,NA,NA
"238",2,45,3,810,14,NA,"N",20.7,20.5906380387472,0.01539380400259,63.1,0.156307939544631,0.137161391821982
"239",2,45,3,810,13.5,NA,"N",20.7,20.330737628793,0.0143138815279185,63.1,0.144131071991823,0.126300006491296
"240",2,45,3,810,13.5,NA,"N",20.7,20.330737628793,0.0143138815279185,63.1,0.144131071991823,0.126300006491296
"241",2,45,3,810,11.5,NA,"N",20.7,19.1112616682887,0.0103868907109313,63.1,0.100284461077274,0.0873578350646072
"242",2,45,3,810,12,NA,"N",20.7,19.4466499207795,0.0113097335529233,63.1,0.11051403160036,0.0964172405181055
"243",2,45,3,810,13.5,20.3,"D",20.7,20.3,0.0143138815279185,63.1,0.143940157848785,0.126139490020828
"244",2,45,3,810,13,NA,"N",20.7,20.0545124480918,0.0132732289614169,63.1,0.13243883687124,0.11588863919327
"245",2,45,3,810,11.5,NA,"N",20.7,19.1112616682887,0.0103868907109313,63.1,0.100284461077274,0.0873578350646072
"246",2,45,3,810,12,NA,"N",20.7,19.4466499207795,0.0113097335529233,63.1,0.11051403160036,0.0964172405181055
"247",2,45,3,810,13.5,NA,"N",20.7,20.330737628793,0.0143138815279185,63.1,0.144131071991823,0.126300006491296
"248",2,45,3,810,12.5,NA,"N",20.7,19.7604030403332,0.0122718463030851,63.1,0.121232664589186,0.105927611541075
"249",2,45,3,810,12,NA,"N",20.7,19.4466499207795,0.0113097335529233,63.1,0.11051403160036,0.0964172405181055
"250",2,45,3,810,11,NA,"N",20.7,18.7519770849083,0.00950331777710912,63.1,0.0905455229092365,0.0787496915810248
"251",2,45,3,810,13,20.5,"D",20.7,20.5,0.0132732289614169,63.1,0.135012596130641,0.118048608147763
"252",2,45,3,810,14,NA,"N",20.7,20.5906380387472,0.01539380400259,63.1,0.156307939544631,0.137161391821982
"253",2,45,3,810,13.5,21.3,"D",20.7,21.3,0.0143138815279185,63.1,0.150133204552876,0.131342133716657
"254",2,45,3,810,13,NA,"N",20.7,20.0545124480918,0.0132732289614169,63.1,0.13243883687124,0.11588863919327
"255",2,45,3,810,13,NA,"N",20.7,20.0545124480918,0.0132732289614169,63.1,0.13243883687124,0.11588863919327
"256",2,45,3,810,14,NA,"N",20.7,20.5906380387472,0.01539380400259,63.1,0.156307939544631,0.137161391821982
"257",2,45,3,810,14,NA,"N",20.7,20.5906380387472,0.01539380400259,63.1,0.156307939544631,0.137161391821982
"258",2,45,3,810,13,NA,"N",20.7,20.0545124480918,0.0132732289614169,63.1,0.13243883687124,0.11588863919327
"259",2,45,3,810,11.5,NA,"N",20.7,19.1112616682887,0.0103868907109313,63.1,0.100284461077274,0.0873578350646072
"260",2,45,3,810,13,NA,"N",20.7,20.0545124480918,0.0132732289614169,63.1,0.13243883687124,0.11588863919327
"261",2,45,3,810,13,NA,"N",20.7,20.0545124480918,0.0132732289614169,63.1,0.13243883687124,0.11588863919327
"262",2,45,3,810,14,NA,"N",20.7,20.5906380387472,0.01539380400259,63.1,0.156307939544631,0.137161391821982
"263",2,45,3,810,13.5,21.2,"D",20.7,21.2,0.0143138815279185,63.1,0.149515549108786,0.130823651417308
"264",2,45,3,810,14,NA,"N",20.7,20.5906380387472,0.01539380400259,63.1,0.156307939544631,0.137161391821982
"265",2,45,3,810,13,NA,"N",20.7,20.0545124480918,0.0132732289614169,63.1,0.13243883687124,0.11588863919327
"266",2,45,3,810,12.5,20.2,"D",20.7,20.2,0.0122718463030851,63.1,0.123592092807061,0.107904809407099
"267",2,45,3,810,14.5,NA,"N",20.7,20.8356000733233,0.0165129963854313,63.1,0.168968054061568,0.148472471537129
"268",2,45,3,810,13,NA,"N",20.7,20.0545124480918,0.0132732289614169,63.1,0.13243883687124,0.11588863919327
"269",2,45,3,810,15,NA,"N",20.7,21.0668599195442,0.0176714586764426,63.1,0.182110073622582,0.160232921925493
"270",2,45,3,810,13,NA,"N",20.7,20.0545124480918,0.0132732289614169,63.1,0.13243883687124,0.11588863919327
"271",4,51,4,810,13,19.2,"N",19.98,19.2,0.0132732289614169,63.1,0.123053436638741,0.106973671222589
"272",4,51,4,810,11,18.2,"N",19.98,18.2,0.00950331777710912,63.1,0.086681250102802,0.0750971996775211
"273",4,51,4,810,12.5,18.6,"N",19.98,18.6,0.0122718463030851,63.1,0.111052474499644,0.0964268896169884
"274",4,51,4,810,12.5,18.8,"N",19.98,18.8,0.0122718463030851,63.1,0.112319377237738,0.0975475550308559
"275",4,51,4,810,13,19,"N",19.98,19,0.0132732289614169,63.1,0.12169436642869,0.10577030727402
"276",4,51,4,810,13,19.4,"N",19.98,19.4,0.0132732289614169,63.1,0.124413365232186,0.108178043090267
"277",4,51,4,810,10.5,16.8,"N",19.98,16.8,0.00865901475145687,63.1,0.0733739994420689,0.0634261395873302
"278",4,51,4,810,12,19.1,"N",19.98,19.1,0.0113097335529233,63.1,0.106312184929121,0.0923060140731755
"279",4,51,4,810,13,19,"N",19.98,19,0.0132732289614169,63.1,0.12169436642869,0.10577030727402
"280",4,51,4,810,12,19,"N",19.98,19,0.0113097335529233,63.1,0.105721932747407,0.0917840040422031
"281",4,51,4,810,13,17.9,"N",19.98,17.9,0.0132732289614169,63.1,0.114235212071544,0.0991702681892972
"282",4,51,4,810,13,18.2,"N",19.98,18.2,0.0132732289614169,63.1,0.116266841792084,0.100967128758602
"283",4,51,4,810,12,18.2,"N",19.98,18.2,0.0113097335529233,63.1,0.101006772864042,0.0876159632409944
"284",4,51,4,810,11,18,"N",19.98,18,0.00950331777710912,63.1,0.0856713101195628,0.074206023394866
"285",4,51,4,810,11.5,18,"N",19.98,18,0.0103868907109313,63.1,0.0926339781930477,0.0802873193116665
"286",4,51,4,810,11.5,NA,"N",19.98,18.5667824202676,0.0103868907109313,63.1,0.0957305514515808,0.0830220121905158
"287",4,51,4,810,11.5,NA,"N",19.98,18.5667824202676,0.0103868907109313,63.1,0.0957305514515808,0.0830220121905158
"288",4,51,4,810,11,NA,"N",19.98,18.217733843446,0.00950331777710912,63.1,0.086770833272073,0.0751762577052648
"289",4,51,4,810,11,NA,"N",19.98,18.217733843446,0.00950331777710912,63.1,0.086770833272073,0.0751762577052648
"290",4,51,4,810,11,NA,"N",19.98,18.217733843446,0.00950331777710912,63.1,0.086770833272073,0.0751762577052648
"291",4,51,4,810,13,NA,"N",19.98,19.483160014815,0.0132732289614169,63.1,0.12497907432602,0.108679115405365
"292",4,51,4,810,12,NA,"N",19.98,18.8926154719203,0.0113097335529233,63.1,0.105088302891491,0.0912236918927553
"293",4,51,4,810,13,NA,"N",19.98,19.483160014815,0.0132732289614169,63.1,0.12497907432602,0.108679115405365
"294",4,51,4,810,12,NA,"N",19.98,18.8926154719203,0.0113097335529233,63.1,0.105088302891491,0.0912236918927553
"295",4,51,4,810,12,NA,"N",19.98,18.8926154719203,0.0113097335529233,63.1,0.105088302891491,0.0912236918927553
"296",4,51,4,810,12,NA,"N",19.98,18.8926154719203,0.0113097335529233,63.1,0.105088302891491,0.0912236918927553
"297",4,51,4,810,12.5,NA,"N",19.98,19.1974297748975,0.0122718463030851,63.1,0.114839319110797,0.0997773201576008
"298",4,51,4,810,12,NA,"N",19.98,18.8926154719203,0.0113097335529233,63.1,0.105088302891491,0.0912236918927553
"299",4,51,4,810,13,NA,"N",19.98,19.483160014815,0.0132732289614169,63.1,0.12497907432602,0.108679115405365
"300",4,51,4,810,11.5,NA,"N",19.98,18.5667824202676,0.0103868907109313,63.1,0.0957305514515808,0.0830220121905158
"301",4,51,4,810,10.5,NA,"N",19.98,17.8429672008693,0.00865901475145687,63.1,0.0782141789130174,0.0676906145166728
"302",4,51,4,810,11.5,NA,"N",19.98,18.5667824202676,0.0103868907109313,63.1,0.0957305514515808,0.0830220121905158
"303",4,51,4,810,12.5,NA,"N",19.98,19.1974297748975,0.0122718463030851,63.1,0.114839319110797,0.0997773201576008
"304",4,51,4,810,12.5,NA,"N",19.98,19.1974297748975,0.0122718463030851,63.1,0.114839319110797,0.0997773201576008
"305",4,51,4,810,9.5,NA,"N",19.98,17.0044193684354,0.00708821842466197,63.1,0.0623316186896992,0.0538175427810004
"306",4,51,4,810,10,NA,"N",19.98,17.4396222585357,0.00785398163397448,63.1,0.0700659016017075,0.0605694929999135
"307",4,51,4,810,10,NA,"N",19.98,17.4396222585357,0.00785398163397448,63.1,0.0700659016017075,0.0605694929999135
"308",4,51,4,810,12,NA,"N",19.98,18.8926154719203,0.0113097335529233,63.1,0.105088302891491,0.0912236918927553
"309",4,51,4,810,12,NA,"N",19.98,18.8926154719203,0.0113097335529233,63.1,0.105088302891491,0.0912236918927553
"310",4,51,4,810,12,NA,"N",19.98,18.8926154719203,0.0113097335529233,63.1,0.105088302891491,0.0912236918927553
"311",4,51,4,810,11.5,NA,"N",19.98,18.5667824202676,0.0103868907109313,63.1,0.0957305514515808,0.0830220121905158
"312",4,51,4,810,11.5,NA,"N",19.98,18.5667824202676,0.0103868907109313,63.1,0.0957305514515808,0.0830220121905158
"313",4,51,4,810,13,NA,"N",19.98,19.483160014815,0.0132732289614169,63.1,0.12497907432602,0.108679115405365
"314",4,51,4,810,13,NA,"N",19.98,19.483160014815,0.0132732289614169,63.1,0.12497907432602,0.108679115405365
"315",4,51,4,810,11,NA,"N",19.98,18.217733843446,0.00950331777710912,63.1,0.086770833272073,0.0751762577052648
"316",4,51,4,810,11.5,NA,"N",19.98,18.5667824202676,0.0103868907109313,63.1,0.0957305514515808,0.0830220121905158
"317",4,51,4,810,11,NA,"N",19.98,18.217733843446,0.00950331777710912,63.1,0.086770833272073,0.0751762577052648
"318",4,51,4,810,12,NA,"N",19.98,18.8926154719203,0.0113097335529233,63.1,0.105088302891491,0.0912236918927553
"319",4,51,4,810,13,NA,"N",19.98,19.483160014815,0.0132732289614169,63.1,0.12497907432602,0.108679115405365
"320",4,51,4,810,13,NA,"N",19.98,19.483160014815,0.0132732289614169,63.1,0.12497907432602,0.108679115405365
"321",4,51,4,810,11,NA,"N",19.98,18.217733843446,0.00950331777710912,63.1,0.086770833272073,0.0751762577052648
"322",4,51,4,810,12,NA,"N",19.98,18.8926154719203,0.0113097335529233,63.1,0.105088302891491,0.0912236918927553
"323",4,51,4,810,13,NA,"N",19.98,19.483160014815,0.0132732289614169,63.1,0.12497907432602,0.108679115405365
"324",4,51,4,810,13,NA,"N",19.98,19.483160014815,0.0132732289614169,63.1,0.12497907432602,0.108679115405365
"325",4,51,4,810,12.5,NA,"N",19.98,19.1974297748975,0.0122718463030851,63.1,0.114839319110797,0.0997773201576008
"326",4,51,4,810,13.5,NA,"N",19.98,19.7515155487454,0.0143138815279185,63.1,0.135503267424474,0.117925477536544
"327",4,51,4,810,12,NA,"N",19.98,18.8926154719203,0.0113097335529233,63.1,0.105088302891491,0.0912236918927553
"328",4,51,4,810,11,NA,"N",19.98,18.217733843446,0.00950331777710912,63.1,0.086770833272073,0.0751762577052648
"329",4,51,4,810,12,NA,"N",19.98,18.8926154719203,0.0113097335529233,63.1,0.105088302891491,0.0912236918927553
"330",4,51,4,810,12.5,NA,"N",19.98,19.1974297748975,0.0122718463030851,63.1,0.114839319110797,0.0997773201576008
"331",4,51,4,810,12.5,NA,"N",19.98,19.1974297748975,0.0122718463030851,63.1,0.114839319110797,0.0997773201576008
"332",4,51,4,810,12.5,NA,"N",19.98,19.1974297748975,0.0122718463030851,63.1,0.114839319110797,0.0997773201576008
"333",4,51,4,810,12.5,NA,"N",19.98,19.1974297748975,0.0122718463030851,63.1,0.114839319110797,0.0997773201576008
"334",4,51,4,810,13.5,NA,"N",19.98,19.7515155487454,0.0143138815279185,63.1,0.135503267424474,0.117925477536544
"335",4,51,4,810,12.5,NA,"N",19.98,19.1974297748975,0.0122718463030851,63.1,0.114839319110797,0.0997773201576008
"336",4,51,4,810,13,20.6,"D",19.98,20.6,0.0132732289614169,63.1,0.132590508413376,0.115424918044662
"337",4,51,4,810,13,20.2,"D",19.98,20.2,0.0132732289614169,63.1,0.129861499563686,0.113005421327983
"338",4,51,4,810,13,NA,"N",19.98,19.483160014815,0.0132732289614169,63.1,0.12497907432602,0.108679115405365
"339",4,51,4,810,12,NA,"N",19.98,18.8926154719203,0.0113097335529233,63.1,0.105088302891491,0.0912236918927553
"340",4,51,4,810,13,NA,"N",19.98,19.483160014815,0.0132732289614169,63.1,0.12497907432602,0.108679115405365
"341",4,51,4,810,13.5,20.8,"D",19.98,20.8,0.0143138815279185,63.1,0.143144353806609,0.124702731559774
"342",4,51,4,810,13,NA,"N",19.98,19.483160014815,0.0132732289614169,63.1,0.12497907432602,0.108679115405365
"343",4,51,4,810,12,NA,"N",19.98,18.8926154719203,0.0113097335529233,63.1,0.105088302891491,0.0912236918927553
"344",4,51,4,810,13,NA,"N",19.98,19.483160014815,0.0132732289614169,63.1,0.12497907432602,0.108679115405365
"345",4,51,4,810,13,19.3,"D",19.98,19.3,0.0132732289614169,63.1,0.123733294161196,0.107575731768501
"346",4,51,4,810,13,19,"D",19.98,19,0.0132732289614169,63.1,0.12169436642869,0.10577030727402
"347",4,51,4,810,12.5,NA,"N",19.98,19.1974297748975,0.0122718463030851,63.1,0.114839319110797,0.0997773201576008
"348",4,51,4,810,11.5,NA,"N",19.98,18.5667824202676,0.0103868907109313,63.1,0.0957305514515808,0.0830220121905158
"349",4,51,4,810,12.5,NA,"N",19.98,19.1974297748975,0.0122718463030851,63.1,0.114839319110797,0.0997773201576008
"350",4,51,4,810,12.5,NA,"N",19.98,19.1974297748975,0.0122718463030851,63.1,0.114839319110797,0.0997773201576008
"351",4,51,4,810,12,NA,"N",19.98,18.8926154719203,0.0113097335529233,63.1,0.105088302891491,0.0912236918927553
"352",4,51,4,810,12.5,NA,"N",19.98,19.1974297748975,0.0122718463030851,63.1,0.114839319110797,0.0997773201576008
"353",4,51,4,810,10,NA,"N",19.98,17.4396222585357,0.00785398163397448,63.1,0.0700659016017075,0.0605694929999135
"354",4,51,4,810,15,NA,"N",19.98,20.4666657384247,0.0176714586764426,63.1,0.169342493007946,0.147698425547356
"355",4,51,4,810,13,NA,"N",19.98,19.483160014815,0.0132732289614169,63.1,0.12497907432602,0.108679115405365
"356",4,51,4,810,13.5,NA,"N",19.98,19.7515155487454,0.0143138815279185,63.1,0.135503267424474,0.117925477536544
"357",4,51,4,810,15.5,NA,"N",19.98,20.6790990927314,0.0188691908756237,63.1,0.181365365643789,0.158290257393018
"358",4,51,4,810,14,NA,"N",19.98,20.0040114041376,0.01539380400259,63.1,0.146407805326934,0.127512975206619
"359",4,51,4,810,13.5,NA,"N",19.98,19.7515155487454,0.0143138815279185,63.1,0.135503267424474,0.117925477536544
"360",4,51,4,810,15,NA,"N",19.98,20.4666657384247,0.0176714586764426,63.1,0.169342493007946,0.147698425547356
"361",4,51,5,810,12.5,18.5,"N",19.6,18.5,0.0122718463030851,63.1,0.110419332153333,0.0958669193508041
"362",4,51,5,810,12,17.6,"N",19.6,17.6,0.0113097335529233,63.1,0.0974786099723454,0.0844995489417922
"363",4,51,5,810,14,20.4,"N",19.6,20.4,0.01539380400259,63.1,0.14948351713341,0.130242185423545
"364",4,51,5,810,12.5,17.9,"N",19.6,17.9,0.0122718463030851,63.1,0.106624871105115,0.0925122485063071
"365",4,51,5,810,12,17.5,"N",19.6,17.5,0.0113097335529233,63.1,0.0968912846983493,0.0839809685097314
"366",4,51,5,810,12,18,"N",19.6,18,0.0113097335529233,63.1,0.0998299234488294,0.0865762271555258
"367",4,51,5,810,12.5,17.7,"N",19.6,17.7,0.0122718463030851,63.1,0.105361750457385,0.091396017112237
"368",4,51,5,810,10.5,16.8,"N",19.6,16.8,0.00865901475145687,63.1,0.0733739994420689,0.0634261395873302
"369",4,51,5,810,11,17.5,"N",19.6,17.5,0.00950331777710912,63.1,0.0831494507108376,0.0719815810726152
"370",4,51,5,810,13.5,19,"N",19.6,19,0.0143138815279185,63.1,0.130041450995961,0.113085465107436
"371",4,51,5,810,12,18.9,"N",19.6,18.9,0.0113097335529233,63.1,0.105131868836329,0.0912622147841901
"372",4,51,5,810,13,20.2,"N",19.6,20.2,0.0132732289614169,63.1,0.129861499563686,0.113005421327983
"373",4,51,5,810,12,18.7,"N",19.6,18.7,0.0113097335529233,63.1,0.103952309578213,0.0902193028940384
"374",4,51,5,810,13,19.7,"N",19.6,19.7,0.0132732289614169,63.1,0.126454849445503,0.109986469878844
"375",4,51,5,810,13,17.8,"N",19.6,17.8,0.0132732289614169,63.1,0.113558458978282,0.0985718503562394
"376",4,51,5,810,12,NA,"N",19.6,18.5987357251106,0.0113097335529233,63.1,0.103355364541362,0.0896915954867861
"377",4,51,5,810,11.5,NA,"N",19.6,18.2779710947606,0.0103868907109313,63.1,0.0941519252931514,0.081627662500712
"378",4,51,5,810,12.5,NA,"N",19.6,18.8988085591092,0.0122718463030851,63.1,0.112945583512123,0.0981015660805742
"379",4,51,5,810,14,NA,"N",19.6,19.6928435928113,0.01539380400259,63.1,0.14399349570704,0.125371402475073
"380",4,51,5,810,13,NA,"N",19.6,19.1800941878141,0.0132732289614169,63.1,0.122918131053515,0.106853856213792
"381",4,51,5,810,13,NA,"N",19.6,19.1800941878141,0.0132732289614169,63.1,0.122918131053515,0.106853856213792
"382",4,51,5,810,11,NA,"N",19.6,17.9343520630189,0.00950331777710912,63.1,0.0853399556147841,0.0739136769890638
"383",4,51,5,810,13,NA,"N",19.6,19.1800941878141,0.0132732289614169,63.1,0.122918131053515,0.106853856213792
"384",4,51,5,810,13,NA,"N",19.6,19.1800941878141,0.0132732289614169,63.1,0.122918131053515,0.106853856213792
"385",4,51,5,810,13,NA,"N",19.6,19.1800941878141,0.0132732289614169,63.1,0.122918131053515,0.106853856213792
"386",4,51,5,810,14,NA,"N",19.6,19.6928435928113,0.01539380400259,63.1,0.14399349570704,0.125371402475073
"387",4,51,5,810,14,NA,"N",19.6,19.6928435928113,0.01539380400259,63.1,0.14399349570704,0.125371402475073
"388",4,51,5,810,14,NA,"N",19.6,19.6928435928113,0.01539380400259,63.1,0.14399349570704,0.125371402475073
"389",4,51,5,810,14.5,20.1,"D",19.6,20.1,0.0165129963854313,63.1,0.15651582722985,0.136397031112276
"390",4,51,5,810,13,NA,"N",19.6,19.1800941878141,0.0132732289614169,63.1,0.122918131053515,0.106853856213792
"391",4,51,5,810,13,NA,"N",19.6,19.1800941878141,0.0132732289614169,63.1,0.122918131053515,0.106853856213792
"392",4,51,5,810,13,19.5,"D",19.6,19.5,0.0132732289614169,63.1,0.125093648817497,0.108780603998866
"393",4,51,5,810,13,NA,"N",19.6,19.1800941878141,0.0132732289614169,63.1,0.122918131053515,0.106853856213792
"394",4,51,5,810,13,NA,"N",19.6,19.1800941878141,0.0132732289614169,63.1,0.122918131053515,0.106853856213792
"395",4,51,5,810,12,NA,"N",19.6,18.5987357251106,0.0113097335529233,63.1,0.103355364541362,0.0896915954867861
"396",4,51,5,810,12.5,19.6,"D",19.6,19.6,0.0122718463030851,63.1,0.117395080183944,0.102039711094995
"397",4,51,5,810,12,NA,"N",19.6,18.5987357251106,0.0113097335529233,63.1,0.103355364541362,0.0896915954867861
"398",4,51,5,810,13,NA,"N",19.6,19.1800941878141,0.0132732289614169,63.1,0.122918131053515,0.106853856213792
"399",4,51,5,810,13.5,NA,"N",19.6,19.4442753787859,0.0143138815279185,63.1,0.133268776979518,0.115944926250389
"400",4,51,5,810,5,NA,"N",19.6,10.62180547405,0.00196349540849362,63.1,0.012245044521444,0.0103799968265014
"401",4,51,5,810,13,NA,"N",19.6,19.1800941878141,0.0132732289614169,63.1,0.122918131053515,0.106853856213792
"402",4,51,5,810,12.5,NA,"N",19.6,18.8988085591092,0.0122718463030851,63.1,0.112945583512123,0.0981015660805742
"403",4,51,5,810,13.5,NA,"N",19.6,19.4442753787859,0.0143138815279185,63.1,0.133268776979518,0.115944926250389
"404",4,51,5,810,12,NA,"N",19.6,18.5987357251106,0.0113097335529233,63.1,0.103355364541362,0.0896915954867861
"405",4,51,5,810,13,NA,"N",19.6,19.1800941878141,0.0132732289614169,63.1,0.122918131053515,0.106853856213792
"406",4,51,5,810,12,NA,"N",19.6,18.5987357251106,0.0113097335529233,63.1,0.103355364541362,0.0896915954867861
"407",4,51,5,810,14,NA,"N",19.6,19.6928435928113,0.01539380400259,63.1,0.14399349570704,0.125371402475073
"408",4,51,5,810,12.5,NA,"N",19.6,18.8988085591092,0.0122718463030851,63.1,0.112945583512123,0.0981015660805742
"409",4,51,5,810,13,NA,"N",19.6,19.1800941878141,0.0132732289614169,63.1,0.122918131053515,0.106853856213792
"410",4,51,5,810,12,NA,"N",19.6,18.5987357251106,0.0113097335529233,63.1,0.103355364541362,0.0896915954867861
"411",4,51,5,810,12.5,NA,"N",19.6,18.8988085591092,0.0122718463030851,63.1,0.112945583512123,0.0981015660805742
"412",4,51,5,810,13,NA,"N",19.6,19.1800941878141,0.0132732289614169,63.1,0.122918131053515,0.106853856213792
"413",4,51,5,810,12,NA,"N",19.6,18.5987357251106,0.0113097335529233,63.1,0.103355364541362,0.0896915954867861
"414",4,51,5,810,13,19,"D",19.6,19,0.0132732289614169,63.1,0.12169436642869,0.10577030727402
"415",4,51,5,810,12.5,NA,"N",19.6,18.8988085591092,0.0122718463030851,63.1,0.112945583512123,0.0981015660805742
"416",4,51,5,810,13,NA,"N",19.6,19.1800941878141,0.0132732289614169,63.1,0.122918131053515,0.106853856213792
"417",4,51,5,810,11.5,NA,"N",19.6,18.2779710947606,0.0103868907109313,63.1,0.0941519252931514,0.081627662500712
"418",4,51,5,810,13.5,NA,"N",19.6,19.4442753787859,0.0143138815279185,63.1,0.133268776979518,0.115944926250389
"419",4,51,5,810,11,NA,"N",19.6,17.9343520630189,0.00950331777710912,63.1,0.0853399556147841,0.0739136769890638
"420",4,51,5,810,12,NA,"N",19.6,18.5987357251106,0.0113097335529233,63.1,0.103355364541362,0.0896915954867861
"421",4,51,5,810,13,NA,"N",19.6,19.1800941878141,0.0132732289614169,63.1,0.122918131053515,0.106853856213792
"422",4,51,5,810,11,NA,"N",19.6,17.9343520630189,0.00950331777710912,63.1,0.0853399556147841,0.0739136769890638
"423",4,51,5,810,14,NA,"N",19.6,19.6928435928113,0.01539380400259,63.1,0.14399349570704,0.125371402475073
"424",4,51,5,810,14,NA,"N",19.6,19.6928435928113,0.01539380400259,63.1,0.14399349570704,0.125371402475073
"425",4,51,5,810,13,NA,"N",19.6,19.1800941878141,0.0132732289614169,63.1,0.122918131053515,0.106853856213792
"426",4,51,5,810,13,NA,"N",19.6,19.1800941878141,0.0132732289614169,63.1,0.122918131053515,0.106853856213792
"427",4,51,5,810,12.5,19.8,"D",19.6,19.8,0.0122718463030851,63.1,0.118665989704094,0.10316507866072
"428",4,51,5,810,13.5,NA,"N",19.6,19.4442753787859,0.0143138815279185,63.1,0.133268776979518,0.115944926250389
"429",4,51,5,810,11,NA,"N",19.6,17.9343520630189,0.00950331777710912,63.1,0.0853399556147841,0.0739136769890638
"430",4,51,5,810,13.5,NA,"N",19.6,19.4442753787859,0.0143138815279185,63.1,0.133268776979518,0.115944926250389
"431",4,51,5,810,13,NA,"N",19.6,19.1800941878141,0.0132732289614169,63.1,0.122918131053515,0.106853856213792
"432",4,51,5,810,12.5,NA,"N",19.6,18.8988085591092,0.0122718463030851,63.1,0.112945583512123,0.0981015660805742
"433",4,51,5,810,13,NA,"N",19.6,19.1800941878141,0.0132732289614169,63.1,0.122918131053515,0.106853856213792
"434",4,51,5,810,12,NA,"N",19.6,18.5987357251106,0.0113097335529233,63.1,0.103355364541362,0.0896915954867861
"435",4,51,5,810,12,NA,"N",19.6,18.5987357251106,0.0113097335529233,63.1,0.103355364541362,0.0896915954867861
"436",4,51,5,810,12,NA,"N",19.6,18.5987357251106,0.0113097335529233,63.1,0.103355364541362,0.0896915954867861
"437",4,51,5,810,12,NA,"N",19.6,18.5987357251106,0.0113097335529233,63.1,0.103355364541362,0.0896915954867861
"438",4,51,5,810,12.5,NA,"N",19.6,18.8988085591092,0.0122718463030851,63.1,0.112945583512123,0.0981015660805742
"439",4,51,5,810,13,NA,"N",19.6,19.1800941878141,0.0132732289614169,63.1,0.122918131053515,0.106853856213792
"440",4,51,5,810,13,NA,"N",19.6,19.1800941878141,0.0132732289614169,63.1,0.122918131053515,0.106853856213792
"441",4,51,5,810,12,NA,"N",19.6,18.5987357251106,0.0113097335529233,63.1,0.103355364541362,0.0896915954867861
"442",4,51,5,810,13,NA,"N",19.6,19.1800941878141,0.0132732289614169,63.1,0.122918131053515,0.106853856213792
"443",4,51,5,810,12.5,NA,"N",19.6,18.8988085591092,0.0122718463030851,63.1,0.112945583512123,0.0981015660805742
"444",4,51,5,810,13.5,NA,"N",19.6,19.4442753787859,0.0143138815279185,63.1,0.133268776979518,0.115944926250389
"445",4,51,5,810,13,NA,"N",19.6,19.1800941878141,0.0132732289614169,63.1,0.122918131053515,0.106853856213792
"446",4,51,5,810,13,NA,"N",19.6,19.1800941878141,0.0132732289614169,63.1,0.122918131053515,0.106853856213792
"447",4,51,5,810,12.5,NA,"N",19.6,18.8988085591092,0.0122718463030851,63.1,0.112945583512123,0.0981015660805742
"448",4,51,5,810,13,NA,"N",19.6,19.1800941878141,0.0132732289614169,63.1,0.122918131053515,0.106853856213792
"449",4,51,5,810,13,NA,"N",19.6,19.1800941878141,0.0132732289614169,63.1,0.122918131053515,0.106853856213792
"450",4,51,5,810,16,NA,"N",19.6,20.5554594150099,0.0201061929829747,63.1,0.19055894137044,0.166369075889736
"451",2,45,7,810,15.5,24.5,"N",24.4,24.5,0.0188691908756237,66.0666666666667,0.221397787079365,0.19408160787591
"452",2,45,7,810,15,24.1,"N",24.4,24.1,0.0176714586764426,66.0666666666667,0.204884752850001,0.179412395363295
"453",2,45,7,810,11,21.5,"N",24.4,21.5,0.00950331777710912,66.0666666666667,0.102069515403426,0.0883422290333605
"454",2,45,7,810,15,23.9,"N",24.4,23.9,0.0176714586764426,66.0666666666667,0.203394468426457,0.178160118832384
"455",2,45,7,810,16,24.8,"D",24.4,24.8,0.0201061929829747,66.0666666666667,0.237867138596925,0.208764722702245
"456",2,45,7,810,NA,NA,"F",24.4,NA,NA,66.0666666666667,NA,NA
"457",2,45,7,810,13.5,22.8,"N",24.4,22.8,0.0143138815279185,66.0666666666667,0.159355936533639,0.139073940030727
"458",2,45,7,810,13,22.9,"N",24.4,22.9,0.0132732289614169,66.0666666666667,0.148763222187618,0.129561003081233
"459",2,45,7,810,14,24.9,"N",24.4,24.9,0.01539380400259,66.0666666666667,0.184620527185579,0.160916058227827
"460",2,45,7,810,14.5,24.3,"N",24.4,24.3,0.0165129963854313,66.0666666666667,0.193341068774409,0.16896342632037
"461",2,45,7,810,15.5,23.9,"N",24.4,23.9,0.0188691908756237,66.0666666666667,0.216640648275714,0.190078737107343
"462",2,45,7,810,16,24.8,"D",24.4,24.8,0.0201061929829747,66.0666666666667,0.237867138596925,0.208764722702245
"463",2,45,7,810,16,24.1,"N",24.4,24.1,0.0201061929829747,66.0666666666667,0.231975031722653,0.203800659635048
"464",2,45,7,810,13.5,23.1,"N",24.4,23.1,0.0143138815279185,66.0666666666667,0.161191310641242,0.140610413881938
